user_id,signup_date,cohort_month,acquisition_channel,plan,age_group,city_tier,onboarding_steps_completed,sessions_first_30_days,retained_day7,retained_day14,retained_day30,churned_month1,estimated_ltv
USR000269,2023-09-27,2023-09,Organic,Pro,35-44,Tier 2,5,4,1,0,1,0,1910.29
USR000270,2023-10-04,2023-10,Social Media,Free,35-44,Tier 2,5,1,0,0,0,1,310.13
USR000271,2023-11-28,2023-11,Paid Search,Basic,45+,Tier 2,5,1,0,0,0,1,1099.48
USR000272,2023-01-10,2023-01,Email,Free,18-24,Tier 2,5,3,1,0,0,1,151.35
USR000273,2023-01-11,2023-01,Referral,Pro,35-44,Tier 2,5,9,1,1,1,0,2708.62
USR000274,2023-05-16,2023-05,Social Media,Free,35-44,Tier 2,5,19,1,1,1,0,202.97
USR000275,2023-10-16,2023-10,Social Media,Free,35-44,Tier 3,0,2,0,0,0,1,333.79
USR000276,2023-08-23,2023-08,Paid Search,Free,35-44,Tier 1,5,10,1,1,1,0,220.93
USR000277,2023-07-26,2023-07,Paid Search,Free,35-44,Tier 3,2,8,1,1,1,0,187.12
USR000278,2023-06-30,2023-06,Organic,Free,25-34,Tier 1,5,18,1,1,1,0,100.35
USR000279,2023-09-25,2023-09,Paid Search,Free,45+,Tier 1,5,13,1,1,1,0,200.32
USR000280,2023-02-03,2023-02,Referral,Free,25-34,Tier 1,3,13,1,1,1,0,263.41
USR000281,2023-05-30,2023-05,Social Media,Basic,18-24,Tier 2,1,2,0,0,0,1,671.43
USR000282,2023-04-24,2023-04,Referral,Basic,25-34,Tier 2,4,14,1,0,1,0,1906.2
USR000283,2023-09-08,2023-09,Paid Search,Free,45+,Tier 3,4,29,1,1,1,0,263.7
USR000284,2023-04-02,2023-04,Social Media,Free,25-34,Tier 2,4,12,1,1,1,0,113.57
USR000285,2023-08-05,2023-08,Social Media,Pro,45+,Tier 2,4,9,1,1,1,0,3118.53
USR000286,2023-12-22,2023-12,Paid Search,Basic,18-24,Tier 1,3,1,0,0,0,1,778.86
USR000287,2023-12-16,2023-12,Organic,Pro,35-44,Tier 3,2,26,1,1,1,0,4156.7
USR000288,2023-05-18,2023-05,Email,Pro,18-24,Tier 1,5,5,1,1,1,0,2266.26
USR000289,2023-05-24,2023-05,Organic,Pro,35-44,Tier 1,5,7,1,1,1,0,2413.24
USR000290,2023-11-10,2023-11,Referral,Free,25-34,Tier 2,4,12,1,1,1,0,177.76
USR000291,2023-01-10,2023-01,Paid Search,Pro,18-24,Tier 1,5,2,1,1,0,1,2629.67
USR000292,2023-11-19,2023-11,Organic,Free,25-34,Tier 2,4,2,1,0,0,1,261.84
USR000293,2023-02-23,2023-02,Organic,Pro,25-34,Tier 1,2,6,1,0,1,0,2374.38
USR000294,2023-09-20,2023-09,Organic,Basic,45+,Tier 2,2,3,1,1,0,1,1404.77
USR000295,2023-07-16,2023-07,Social Media,Free,45+,Tier 2,5,29,1,1,1,0,238.2
USR000296,2023-05-26,2023-05,Organic,Free,45+,Tier 1,5,4,1,1,0,1,34.8
USR000297,2023-10-01,2023-10,Referral,Free,18-24,Tier 1,5,21,1,0,1,0,121.29
USR000298,2023-04-12,2023-04,Referral,Free,25-34,Tier 1,5,2,1,0,0,1,207.69
USR000299,2023-11-25,2023-11,Email,Free,35-44,Tier 3,5,18,1,1,1,0,292.05
USR000300,2023-02-24,2023-02,Social Media,Free,25-34,Tier 3,2,15,1,1,1,0,102.74
USR000301,2023-06-19,2023-06,Paid Search,Basic,35-44,Tier 2,1,14,1,0,1,0,1570.41
USR000302,2023-02-14,2023-02,Organic,Free,25-34,Tier 2,3,1,0,0,0,1,349.56
USR000303,2023-12-23,2023-12,Social Media,Basic,35-44,Tier 1,3,16,1,1,1,0,1030.12
USR000304,2023-11-22,2023-11,Social Media,Basic,45+,Tier 1,5,7,1,1,1,0,1466.09
USR000305,2023-08-16,2023-08,Organic,Basic,18-24,Tier 3,4,3,1,1,0,1,1463.04
USR000306,2023-02-06,2023-02,Organic,Free,18-24,Tier 3,5,30,1,1,1,0,159.72
USR000307,2023-07-04,2023-07,Paid Search,Free,35-44,Tier 1,3,2,1,1,0,1,267.93
USR000308,2023-11-18,2023-11,Paid Search,Free,35-44,Tier 1,5,14,1,0,1,0,295.62
USR000309,2023-04-17,2023-04,Referral,Free,25-34,Tier 3,4,9,1,1,1,0,265.96
USR000310,2023-01-20,2023-01,Organic,Basic,25-34,Tier 2,5,13,1,1,1,0,1126.96
USR000311,2023-05-12,2023-05,Paid Search,Free,35-44,Tier 1,5,3,1,1,1,0,141.25
USR000312,2023-09-27,2023-09,Email,Basic,35-44,Tier 1,5,4,1,1,0,1,1795.76
USR000313,2023-04-20,2023-04,Email,Basic,35-44,Tier 1,3,1,0,0,0,1,912.87
USR000314,2023-03-01,2023-03,Organic,Free,18-24,Tier 2,3,1,0,0,0,1,106.77
USR000315,2023-03-01,2023-03,Organic,Free,25-34,Tier 1,4,3,1,0,0,1,221.35
USR000316,2023-09-24,2023-09,Paid Search,Basic,18-24,Tier 1,5,3,1,1,0,1,974.22
USR000317,2023-09-28,2023-09,Social Media,Pro,25-34,Tier 3,3,14,1,0,1,0,3526.11
USR000318,2023-09-01,2023-09,Paid Search,Free,18-24,Tier 2,3,3,1,1,0,1,214.37
USR000319,2023-05-24,2023-05,Paid Search,Basic,18-24,Tier 2,5,17,1,1,1,0,1148.21
USR000320,2023-12-17,2023-12,Referral,Basic,35-44,Tier 1,4,11,1,1,1,0,960.02
USR000321,2023-08-02,2023-08,Social Media,Basic,25-34,Tier 2,4,8,1,1,1,0,991.63
USR000322,2023-07-31,2023-07,Organic,Basic,35-44,Tier 2,2,3,1,1,0,1,1025.92
USR000323,2023-09-12,2023-09,Paid Search,Pro,35-44,Tier 1,3,25,1,1,1,0,2453.89
USR000324,2023-02-28,2023-02,Social Media,Pro,25-34,Tier 1,5,4,1,1,1,0,2700.18
USR000325,2023-03-11,2023-03,Paid Search,Basic,18-24,Tier 3,4,11,1,1,1,0,1855.93
USR000326,2023-06-18,2023-06,Social Media,Free,25-34,Tier 1,4,1,0,0,0,1,199.22
USR000327,2023-07-18,2023-07,Organic,Free,25-34,Tier 2,5,1,0,0,0,1,182.18
USR000328,2023-06-29,2023-06,Organic,Free,18-24,Tier 1,4,18,1,0,1,0,293.38
USR000329,2023-05-12,2023-05,Referral,Free,35-44,Tier 1,4,2,1,1,0,1,220.35
USR000330,2023-10-27,2023-10,Paid Search,Basic,18-24,Tier 1,4,18,1,1,1,0,1223.54
USR000331,2023-10-16,2023-10,Paid Search,Free,18-24,Tier 2,4,4,1,1,0,1,315.36
USR000332,2023-01-05,2023-01,Paid Search,Free,18-24,Tier 1,4,3,1,1,0,1,52.49
USR000333,2023-03-14,2023-03,Organic,Free,35-44,Tier 2,0,6,1,0,1,0,178.58
USR000334,2023-06-28,2023-06,Paid Search,Basic,25-34,Tier 1,3,9,1,1,1,0,999.94
USR000335,2023-08-15,2023-08,Social Media,Free,35-44,Tier 2,3,4,1,1,0,1,233.19
USR000336,2023-04-06,2023-04,Paid Search,Pro,25-34,Tier 1,0,2,0,0,0,1,3171.11
USR000337,2023-08-07,2023-08,Organic,Free,25-34,Tier 1,3,28,1,0,1,0,278.47
USR000338,2023-09-28,2023-09,Referral,Free,25-34,Tier 2,5,27,1,1,1,0,274.11
USR000339,2023-03-28,2023-03,Referral,Free,35-44,Tier 1,5,3,1,1,0,1,164.2
USR000340,2023-12-25,2023-12,Social Media,Free,18-24,Tier 2,1,4,0,0,0,1,134.32
USR000341,2023-09-29,2023-09,Email,Pro,18-24,Tier 2,5,22,1,1,1,0,4032.89
USR000342,2023-10-02,2023-10,Referral,Basic,35-44,Tier 1,3,19,1,1,1,0,1310.59
USR000343,2023-06-13,2023-06,Paid Search,Basic,35-44,Tier 3,3,2,1,0,0,1,1324.35
USR000344,2023-05-25,2023-05,Social Media,Free,25-34,Tier 1,5,18,1,1,1,0,145.22
USR000345,2023-07-05,2023-07,Paid Search,Free,45+,Tier 1,5,23,1,1,1,0,91.18
USR000346,2023-08-25,2023-08,Paid Search,Free,45+,Tier 1,4,26,1,0,1,0,251.59
USR000347,2023-06-16,2023-06,Social Media,Free,25-34,Tier 3,4,11,1,1,1,0,94.34
USR000348,2023-11-04,2023-11,Organic,Basic,25-34,Tier 1,4,3,1,0,0,1,1041.22
USR000349,2023-10-02,2023-10,Referral,Free,18-24,Tier 2,5,3,1,1,0,1,288.54
USR000350,2023-12-13,2023-12,Organic,Free,35-44,Tier 2,4,14,1,1,1,0,236.59
USR000351,2023-06-07,2023-06,Paid Search,Pro,35-44,Tier 3,3,3,1,1,1,0,2115.07
USR000352,2023-12-09,2023-12,Paid Search,Basic,18-24,Tier 1,5,12,1,0,1,0,783.64
USR000353,2023-11-25,2023-11,Social Media,Basic,25-34,Tier 2,3,14,1,1,1,0,1501.19
USR000354,2023-02-11,2023-02,Organic,Free,25-34,Tier 1,5,3,1,1,0,1,160.37
USR000355,2023-05-05,2023-05,Organic,Free,18-24,Tier 1,1,1,0,0,0,1,96.82
USR000356,2023-04-10,2023-04,Paid Search,Basic,45+,Tier 2,5,3,1,1,0,1,1026.95
USR000357,2023-10-19,2023-10,Organic,Pro,35-44,Tier 3,0,9,1,1,1,0,2006.54
USR000358,2023-03-06,2023-03,Organic,Basic,25-34,Tier 1,2,11,1,0,1,0,1125.14
USR000359,2023-01-23,2023-01,Email,Pro,25-34,Tier 1,0,1,0,0,0,1,3277.47
USR000360,2023-11-20,2023-11,Paid Search,Free,25-34,Tier 2,4,20,1,0,1,0,171.4
USR000361,2023-09-30,2023-09,Email,Basic,25-34,Tier 1,1,28,1,1,1,0,1278.31
USR000362,2023-12-04,2023-12,Paid Search,Free,18-24,Tier 3,5,8,1,1,1,0,142.58
USR000363,2023-03-08,2023-03,Social Media,Basic,25-34,Tier 1,4,21,1,0,1,0,1467.21
USR000364,2023-05-07,2023-05,Referral,Free,25-34,Tier 2,2,3,1,1,0,1,348.23
USR000365,2023-01-12,2023-01,Social Media,Free,18-24,Tier 1,5,14,1,1,1,0,261.56
USR000366,2023-05-28,2023-05,Paid Search,Free,18-24,Tier 1,2,4,1,0,0,1,365.6
USR000367,2023-07-20,2023-07,Social Media,Free,18-24,Tier 1,4,1,0,0,0,1,220.21
USR000368,2023-03-06,2023-03,Organic,Pro,25-34,Tier 3,1,1,0,0,0,1,2981.61
USR000369,2023-03-24,2023-03,Referral,Basic,18-24,Tier 3,4,2,1,1,0,1,1364.01
USR000370,2023-08-19,2023-08,Referral,Basic,25-34,Tier 1,5,20,1,1,1,0,1501.77
USR000371,2023-05-03,2023-05,Paid Search,Free,18-24,Tier 1,5,3,1,1,0,1,364.99
USR000372,2023-03-23,2023-03,Paid Search,Basic,25-34,Tier 2,4,22,1,1,1,0,1207.01
USR000373,2023-12-31,2023-12,Social Media,Basic,25-34,Tier 1,3,1,0,0,0,1,773.24
USR000374,2023-11-30,2023-11,Organic,Free,35-44,Tier 1,4,7,1,1,1,0,288.82
USR000375,2023-09-02,2023-09,Paid Search,Free,45+,Tier 3,5,4,1,1,0,1,185.43
USR000376,2023-09-03,2023-09,Social Media,Basic,35-44,Tier 2,5,3,1,1,0,1,1147.06
USR000377,2023-07-31,2023-07,Social Media,Free,45+,Tier 1,5,1,0,0,0,1,171.06
USR000378,2023-02-15,2023-02,Paid Search,Free,25-34,Tier 1,2,2,1,0,0,1,200.33
USR000379,2023-11-06,2023-11,Email,Pro,45+,Tier 1,5,4,1,1,1,0,2231.5
USR000380,2023-01-11,2023-01,Organic,Free,18-24,Tier 1,5,30,1,1,1,0,130.02
USR000381,2023-06-22,2023-06,Email,Free,35-44,Tier 1,3,19,1,1,1,0,175.68
USR000382,2023-12-03,2023-12,Paid Search,Basic,25-34,Tier 1,2,18,1,1,1,0,1302.11
USR000383,2023-06-05,2023-06,Referral,Free,25-34,Tier 2,5,24,1,1,1,0,262.87
USR000384,2023-03-09,2023-03,Referral,Free,45+,Tier 2,3,3,1,1,0,1,285.76
USR000385,2023-03-24,2023-03,Organic,Free,18-24,Tier 1,2,17,1,1,1,0,279.53
USR000386,2023-02-16,2023-02,Paid Search,Free,35-44,Tier 3,2,4,1,1,0,1,289.04
USR000387,2023-02-03,2023-02,Paid Search,Basic,25-34,Tier 2,5,4,1,1,0,1,1427.5
USR000388,2023-01-14,2023-01,Organic,Free,18-24,Tier 1,5,18,1,1,1,0,159.23
USR000389,2023-10-29,2023-10,Organic,Basic,45+,Tier 2,4,9,1,1,1,0,1682.54
USR000390,2023-04-04,2023-04,Paid Search,Pro,18-24,Tier 1,4,27,1,1,1,0,2395.48
USR000391,2023-12-06,2023-12,Organic,Pro,25-34,Tier 1,3,10,1,1,1,0,3644.6
USR000392,2023-09-29,2023-09,Social Media,Pro,18-24,Tier 1,1,27,1,0,1,0,3351.78
USR000393,2023-06-30,2023-06,Referral,Free,18-24,Tier 1,2,23,1,1,1,0,247.03
USR000394,2023-11-10,2023-11,Paid Search,Free,18-24,Tier 2,5,3,1,1,0,1,221.87
USR000395,2023-10-19,2023-10,Social Media,Free,25-34,Tier 1,4,5,1,1,1,0,214.89
USR000396,2023-04-19,2023-04,Email,Pro,35-44,Tier 2,4,4,1,1,0,1,1931.8
USR000397,2023-12-11,2023-12,Organic,Free,35-44,Tier 2,3,8,1,1,1,0,267.41
USR000398,2023-09-16,2023-09,Referral,Free,45+,Tier 1,5,3,1,1,0,1,165.72
USR000399,2023-03-07,2023-03,Organic,Basic,18-24,Tier 1,3,23,1,1,1,0,817.2
USR000400,2023-08-10,2023-08,Paid Search,Basic,45+,Tier 2,4,26,1,0,1,0,1258.4
USR000401,2023-05-15,2023-05,Referral,Free,45+,Tier 1,1,18,1,0,1,0,90.27
USR000402,2023-04-07,2023-04,Organic,Basic,25-34,Tier 1,2,2,1,1,0,1,1120.75
USR000403,2023-12-22,2023-12,Organic,Free,18-24,Tier 1,2,3,1,1,0,1,212.27
USR000404,2023-04-01,2023-04,Organic,Free,25-34,Tier 1,3,3,1,1,0,1,267.42
USR000405,2023-07-04,2023-07,Paid Search,Free,18-24,Tier 3,3,2,1,0,0,1,237.78
USR000406,2023-05-15,2023-05,Paid Search,Free,45+,Tier 1,2,2,1,1,0,1,182.63
USR000407,2023-06-11,2023-06,Organic,Free,45+,Tier 3,5,18,1,1,1,0,221.3
USR000408,2023-10-23,2023-10,Organic,Free,25-34,Tier 1,3,30,1,0,1,0,238.3
USR000409,2023-10-11,2023-10,Paid Search,Basic,45+,Tier 2,5,12,1,0,1,0,874.82
USR000410,2023-09-08,2023-09,Paid Search,Free,45+,Tier 1,2,2,1,1,0,1,315.86
USR000411,2023-12-31,2023-12,Social Media,Free,18-24,Tier 2,2,20,1,1,1,0,267.68
USR000412,2023-07-24,2023-07,Paid Search,Pro,45+,Tier 2,2,21,1,0,1,0,2312.83
USR000413,2023-11-07,2023-11,Paid Search,Basic,18-24,Tier 1,3,17,1,1,1,0,1503.08
USR000414,2023-06-05,2023-06,Referral,Basic,35-44,Tier 1,4,17,1,0,1,0,1389.21
USR000415,2023-10-27,2023-10,Referral,Basic,35-44,Tier 2,5,27,1,1,1,0,1167.68
USR000416,2023-08-27,2023-08,Social Media,Free,25-34,Tier 1,3,28,1,1,1,0,163.6
USR000417,2023-08-03,2023-08,Email,Pro,18-24,Tier 2,3,22,1,1,1,0,2315.24
USR000418,2023-03-31,2023-03,Organic,Free,25-34,Tier 1,5,17,1,1,1,0,93.23
USR000419,2023-03-29,2023-03,Paid Search,Basic,35-44,Tier 2,1,4,0,0,0,1,1476.84
USR000420,2023-12-27,2023-12,Paid Search,Basic,18-24,Tier 2,3,28,1,0,1,0,1470.13
USR000421,2023-05-28,2023-05,Organic,Free,35-44,Tier 2,4,2,1,1,0,1,173.94
USR000422,2023-07-01,2023-07,Referral,Basic,25-34,Tier 2,0,14,1,1,1,0,937.9
USR000423,2023-02-23,2023-02,Social Media,Pro,18-24,Tier 1,4,14,1,1,1,0,5060.49
USR000424,2023-04-12,2023-04,Social Media,Free,25-34,Tier 3,5,4,1,1,0,1,211.55
USR000425,2023-10-04,2023-10,Organic,Free,35-44,Tier 1,4,2,1,0,0,1,160.64
USR000426,2023-07-14,2023-07,Paid Search,Pro,45+,Tier 2,1,4,0,0,0,1,2086.79
USR000427,2023-11-09,2023-11,Organic,Free,18-24,Tier 2,5,4,1,1,1,0,236.56
USR000428,2023-03-22,2023-03,Paid Search,Free,35-44,Tier 2,3,1,0,0,0,1,221.98
USR000429,2023-02-28,2023-02,Paid Search,Basic,35-44,Tier 1,3,13,1,1,1,0,795.7
USR000430,2023-12-22,2023-12,Social Media,Pro,35-44,Tier 2,5,3,1,1,0,1,3343.43
USR000431,2023-02-13,2023-02,Organic,Free,25-34,Tier 3,4,2,1,0,0,1,251.22
USR000432,2023-03-22,2023-03,Paid Search,Free,25-34,Tier 1,4,29,1,1,1,0,271.83
USR000433,2023-04-16,2023-04,Paid Search,Pro,35-44,Tier 2,3,4,1,1,1,0,3289.53
USR000434,2023-06-09,2023-06,Organic,Basic,18-24,Tier 3,3,1,0,0,0,1,1412.0
USR000435,2023-07-11,2023-07,Email,Basic,18-24,Tier 2,5,30,1,1,1,0,1324.98
USR000436,2023-12-10,2023-12,Social Media,Free,25-34,Tier 1,4,7,1,1,1,0,135.2
USR000437,2023-04-26,2023-04,Organic,Basic,25-34,Tier 3,1,5,1,1,1,0,1128.82
USR000438,2023-08-26,2023-08,Paid Search,Free,25-34,Tier 1,2,1,0,0,0,1,168.75
USR000439,2023-06-25,2023-06,Paid Search,Free,45+,Tier 1,4,1,0,0,0,1,214.87
USR000440,2023-11-05,2023-11,Organic,Free,25-34,Tier 1,3,4,1,0,0,1,147.67
USR000441,2023-09-06,2023-09,Email,Basic,18-24,Tier 1,4,3,1,1,0,1,1103.68
USR000442,2023-04-13,2023-04,Paid Search,Basic,35-44,Tier 2,2,1,0,0,0,1,1243.44
USR000443,2023-12-14,2023-12,Paid Search,Basic,45+,Tier 3,3,20,1,1,1,0,84.59
USR000444,2023-03-09,2023-03,Paid Search,Free,18-24,Tier 2,5,14,1,0,1,0,220.89
USR000445,2023-03-29,2023-03,Paid Search,Pro,25-34,Tier 2,4,25,1,1,1,0,3492.14
USR000446,2023-07-06,2023-07,Social Media,Free,45+,Tier 3,3,4,1,1,0,1,106.71
USR000447,2023-02-07,2023-02,Paid Search,Pro,25-34,Tier 2,4,14,1,1,1,0,2304.93
USR000448,2023-09-24,2023-09,Referral,Free,18-24,Tier 2,5,24,1,0,1,0,162.3
USR000449,2023-09-01,2023-09,Referral,Free,25-34,Tier 2,3,27,1,1,1,0,161.12
USR000450,2023-05-16,2023-05,Referral,Free,18-24,Tier 1,3,8,1,1,1,0,19.85
USR000451,2023-11-06,2023-11,Paid Search,Pro,18-24,Tier 3,4,2,1,1,0,1,3011.61
USR000452,2023-06-23,2023-06,Social Media,Pro,35-44,Tier 1,4,1,0,0,0,1,2201.68
USR000453,2023-01-30,2023-01,Organic,Free,18-24,Tier 1,2,2,1,1,0,1,205.67
USR000454,2023-04-27,2023-04,Social Media,Basic,25-34,Tier 2,4,3,1,1,0,1,1447.59
USR000455,2023-08-12,2023-08,Organic,Pro,18-24,Tier 2,5,2,1,1,0,1,2916.82
USR000456,2023-10-26,2023-10,Paid Search,Free,25-34,Tier 3,5,15,1,0,1,0,250.37
USR000457,2023-04-20,2023-04,Paid Search,Basic,25-34,Tier 1,5,29,1,1,1,0,1203.17
USR000458,2023-08-05,2023-08,Email,Free,25-34,Tier 2,4,1,0,0,0,1,231.9
USR000459,2023-12-19,2023-12,Paid Search,Pro,25-34,Tier 1,2,11,1,0,1,0,2154.83
USR000460,2023-12-30,2023-12,Email,Pro,25-34,Tier 3,4,8,1,1,1,0,2550.38
USR000461,2023-01-11,2023-01,Email,Basic,35-44,Tier 3,5,12,1,1,1,0,1345.47
USR000462,2023-11-13,2023-11,Social Media,Basic,18-24,Tier 1,5,23,1,1,1,0,966.8
USR000463,2023-12-25,2023-12,Social Media,Pro,25-34,Tier 1,5,3,1,1,0,1,2045.65
USR000464,2023-02-11,2023-02,Paid Search,Pro,18-24,Tier 1,3,19,1,1,1,0,2868.21
USR000465,2023-11-03,2023-11,Organic,Basic,25-34,Tier 1,5,9,1,0,1,0,1255.66
USR000466,2023-12-24,2023-12,Social Media,Basic,35-44,Tier 1,4,17,1,1,1,0,816.64
USR000467,2023-09-21,2023-09,Referral,Pro,25-34,Tier 1,3,28,1,1,1,0,2990.25
USR000468,2023-09-18,2023-09,Paid Search,Basic,25-34,Tier 3,3,2,1,1,0,1,1176.95
USR000469,2023-11-22,2023-11,Paid Search,Basic,35-44,Tier 1,3,11,1,0,1,0,1203.16
USR000470,2023-10-10,2023-10,Social Media,Basic,25-34,Tier 2,3,4,1,1,0,1,1584.14
USR000471,2023-12-05,2023-12,Social Media,Pro,25-34,Tier 3,3,11,1,1,1,0,2926.72
USR000472,2023-01-21,2023-01,Referral,Free,25-34,Tier 2,1,3,0,0,0,1,241.6
USR000473,2023-02-06,2023-02,Social Media,Free,35-44,Tier 1,3,15,1,1,1,0,228.85
USR000474,2023-05-23,2023-05,Referral,Free,35-44,Tier 1,5,2,1,1,0,1,131.09
USR000475,2023-09-24,2023-09,Social Media,Basic,35-44,Tier 1,5,3,1,1,0,1,1064.43
USR000476,2023-10-27,2023-10,Organic,Basic,35-44,Tier 1,2,18,1,1,1,0,1386.36
USR000477,2023-05-11,2023-05,Referral,Free,35-44,Tier 1,5,15,1,1,1,0,224.07
USR000478,2023-03-06,2023-03,Email,Basic,25-34,Tier 3,2,7,1,1,1,0,957.72
USR000479,2023-11-03,2023-11,Organic,Basic,18-24,Tier 1,5,24,1,1,1,0,2300.79
USR000480,2023-01-20,2023-01,Referral,Basic,35-44,Tier 2,0,1,0,0,0,1,996.16
USR000481,2023-06-16,2023-06,Referral,Basic,25-34,Tier 2,4,7,1,1,1,0,1456.68
USR000482,2023-06-02,2023-06,Referral,Basic,25-34,Tier 1,4,30,1,1,1,0,1324.45
USR000483,2023-07-07,2023-07,Paid Search,Free,25-34,Tier 3,4,7,1,1,1,0,247.3
USR000484,2023-12-28,2023-12,Organic,Basic,18-24,Tier 3,4,7,1,1,1,0,881.46
USR000485,2023-07-16,2023-07,Organic,Free,18-24,Tier 2,2,18,1,1,1,0,118.05
USR000486,2023-02-18,2023-02,Referral,Basic,18-24,Tier 3,2,28,1,0,1,0,1816.81
USR000487,2023-02-23,2023-02,Paid Search,Free,18-24,Tier 2,3,1,0,0,0,1,54.16
USR000488,2023-09-16,2023-09,Referral,Free,25-34,Tier 1,5,1,0,0,0,1,110.24
USR000489,2023-03-17,2023-03,Social Media,Free,25-34,Tier 2,4,4,1,1,0,1,277.64
USR000490,2023-06-01,2023-06,Organic,Pro,25-34,Tier 1,2,14,1,1,1,0,3382.35
USR000491,2023-06-19,2023-06,Paid Search,Free,35-44,Tier 1,2,3,1,1,0,1,314.63
USR000492,2023-04-19,2023-04,Organic,Free,25-34,Tier 2,2,15,1,0,1,0,203.9
USR000493,2023-11-10,2023-11,Paid Search,Pro,18-24,Tier 1,5,16,1,0,1,0,4105.43
USR000494,2023-10-21,2023-10,Referral,Free,25-34,Tier 3,0,3,0,0,0,1,188.23
USR000495,2023-08-04,2023-08,Organic,Free,18-24,Tier 2,5,5,1,1,1,0,184.81
USR000496,2023-01-05,2023-01,Organic,Basic,25-34,Tier 2,1,3,0,0,0,1,1590.88
USR000497,2023-12-21,2023-12,Referral,Basic,25-34,Tier 3,5,2,1,1,0,1,1003.32
USR000498,2023-12-09,2023-12,Organic,Free,25-34,Tier 3,2,10,1,1,1,0,160.09
USR000499,2023-10-24,2023-10,Organic,Free,25-34,Tier 2,1,8,1,0,1,0,243.1
USR000500,2023-11-01,2023-11,Paid Search,Basic,18-24,Tier 2,3,4,1,0,0,1,1134.85
USR000501,2023-09-17,2023-09,Social Media,Free,45+,Tier 2,5,2,1,1,0,1,179.54
USR000502,2023-12-09,2023-12,Organic,Pro,25-34,Tier 1,1,25,1,1,1,0,3463.93
USR000503,2023-10-25,2023-10,Referral,Basic,18-24,Tier 3,5,4,1,1,0,1,958.01
USR000504,2023-09-26,2023-09,Social Media,Free,25-34,Tier 3,2,3,1,0,0,1,108.79
USR000505,2023-08-24,2023-08,Email,Basic,35-44,Tier 1,4,1,0,0,0,1,422.85
USR000506,2023-05-28,2023-05,Paid Search,Basic,18-24,Tier 2,5,21,1,1,1,0,1094.49
USR000507,2023-02-01,2023-02,Organic,Basic,35-44,Tier 1,5,21,1,1,1,0,1039.66
USR000508,2023-11-04,2023-11,Paid Search,Free,18-24,Tier 1,5,3,1,1,0,1,209.47
USR000509,2023-03-30,2023-03,Social Media,Free,25-34,Tier 3,5,26,1,0,1,0,127.0
USR000510,2023-11-11,2023-11,Social Media,Basic,45+,Tier 1,5,20,1,1,1,0,1271.43
USR000511,2023-12-04,2023-12,Paid Search,Basic,35-44,Tier 1,5,2,1,1,0,1,909.46
USR000512,2023-05-29,2023-05,Social Media,Basic,25-34,Tier 1,2,4,1,1,0,1,1536.42
USR000513,2023-05-01,2023-05,Paid Search,Basic,35-44,Tier 2,2,17,1,1,1,0,1596.32
USR000514,2023-12-09,2023-12,Organic,Pro,25-34,Tier 1,3,16,1,1,1,0,2657.96
USR000515,2023-08-08,2023-08,Organic,Basic,35-44,Tier 1,5,28,1,0,1,0,1534.22
USR000516,2023-05-21,2023-05,Email,Free,18-24,Tier 1,5,28,1,1,1,0,300.75
USR000517,2023-12-10,2023-12,Referral,Free,25-34,Tier 3,1,4,0,0,0,1,269.68
USR000518,2023-01-19,2023-01,Referral,Basic,45+,Tier 1,2,4,1,1,0,1,717.6
USR000519,2023-12-28,2023-12,Referral,Free,45+,Tier 2,5,3,1,1,0,1,109.84
USR000520,2023-03-09,2023-03,Email,Pro,18-24,Tier 1,1,3,0,0,0,1,3535.31
USR000521,2023-10-21,2023-10,Organic,Free,25-34,Tier 1,2,4,1,1,1,0,223.98
USR000522,2023-06-25,2023-06,Paid Search,Free,25-34,Tier 3,2,4,1,0,0,1,210.4
USR000523,2023-09-27,2023-09,Paid Search,Basic,35-44,Tier 3,3,23,1,1,1,0,1204.14
USR000524,2023-01-04,2023-01,Paid Search,Free,25-34,Tier 2,5,30,1,1,1,0,80.84
USR000525,2023-10-07,2023-10,Paid Search,Basic,35-44,Tier 3,2,3,1,1,1,0,1571.11
USR000526,2023-07-20,2023-07,Paid Search,Basic,45+,Tier 3,5,3,1,1,0,1,818.09
USR000527,2023-06-26,2023-06,Social Media,Free,18-24,Tier 1,4,17,1,0,1,0,250.33
USR000528,2023-08-01,2023-08,Referral,Basic,25-34,Tier 3,5,16,1,1,1,0,933.84
USR000529,2023-02-22,2023-02,Social Media,Free,18-24,Tier 1,1,10,1,0,1,0,384.84
USR000530,2023-09-13,2023-09,Paid Search,Free,35-44,Tier 1,0,13,1,1,1,0,152.38
USR000531,2023-09-09,2023-09,Referral,Free,25-34,Tier 3,1,23,1,1,1,0,173.63
USR000532,2023-08-13,2023-08,Organic,Free,45+,Tier 1,5,12,1,1,1,0,69.24
USR000533,2023-08-12,2023-08,Paid Search,Free,35-44,Tier 1,2,2,1,1,0,1,224.49
USR000534,2023-03-07,2023-03,Organic,Free,25-34,Tier 1,4,18,1,1,1,0,234.12
USR000535,2023-08-26,2023-08,Paid Search,Free,18-24,Tier 1,4,6,1,1,1,0,154.62
USR000536,2023-04-17,2023-04,Social Media,Free,35-44,Tier 1,4,4,1,0,0,1,226.07
USR000537,2023-01-29,2023-01,Referral,Free,45+,Tier 3,5,12,1,1,1,0,162.55
USR000538,2023-03-21,2023-03,Paid Search,Free,25-34,Tier 2,5,4,1,1,0,1,96.91
